oranjestad,capital_of,aruba
belgium,in_region,europe
benin,borders,burkina_Faso
benin,borders,niger
benin,borders,nigeria
benin,borders,togo
porto-Novo,capital_of,benin
benin,in_subregion,western_Africa
benin,in_region,africa
western_Africa,is_subregion_of,africa
burkina_Faso,borders,benin
burkina_Faso,borders,ivory_Coast
burkina_Faso,borders,ghana
burkina_Faso,borders,mali
burkina_Faso,borders,niger
burkina_Faso,borders,togo
ouagadougou,capital_of,burkina_Faso
burkina_Faso,in_subregion,western_Africa
burkina_Faso,in_region,africa
bangladesh,borders,myanmar
bangladesh,borders,india
dhaka,capital_of,bangladesh
bangladesh,in_subregion,southern_Asia
bangladesh,in_region,asia
bulgaria,borders,greece
bulgaria,borders,north_Macedonia
bulgaria,borders,romania
bulgaria,borders,serbia
bulgaria,borders,turkey
sofia,capital_of,bulgaria
bulgaria,in_subregion,eastern_Europe
bulgaria,in_region,europe
eastern_Europe,is_subregion_of,europe
manama,capital_of,bahrain
bahrain,in_subregion,western_Asia
bahrain,in_region,asia
nassau,capital_of,bahamas
bahamas,in_subregion,caribbean
bahamas,in_region,americas
bosnia_and_Herzegovina,borders,croatia
bosnia_and_Herzegovina,borders,montenegro
bosnia_and_Herzegovina,borders,serbia
sarajevo,capital_of,bosnia_and_Herzegovina
bosnia_and_Herzegovina,in_subregion,southern_Europe
bosnia_and_Herzegovina,in_region,europe
gustavia,capital_of,saint_Barthélemy
saint_Barthélemy,in_subregion,caribbean
saint_Barthélemy,in_region,americas
jamestown,capital_of,saint_Helena
saint_Helena,_Ascension_and_Tristan_da_Cunha,in_subregion
saint_Helena,_Ascension_and_Tristan_da_Cunha,in_region
belarus,borders,latvia
belarus,borders,lithuania
belarus,borders,poland
belarus,borders,russia
belarus,borders,ukraine
minsk,capital_of,belarus
belarus,in_subregion,eastern_Europe
belarus,in_region,europe
belize,borders,guatemala
belize,borders,mexico
belmopan,capital_of,belize
belize,in_subregion,central_America
belize,in_region,americas
central_America,is_subregion_of,americas
hamilton,capital_of,bermuda
bermuda,in_subregion,north_America
bermuda,in_region,americas
north_America,is_subregion_of,americas
bolivia,borders,argentina
bolivia,borders,brazil
bolivia,borders,chile
bolivia,borders,paraguay
bolivia,borders,peru
sucre,capital_of,bolivia
bolivia,in_subregion,south_America
bolivia,in_region,americas
brazil,borders,argentina
brazil,borders,bolivia
brazil,borders,colombia
brazil,borders,french_Guiana
brazil,borders,guyana
brazil,borders,paraguay
brazil,borders,peru
brazil,borders,suriname
brazil,borders,uruguay
brazil,borders,venezuela
brasília,capital_of,brazil
brazil,in_subregion,south_America
brazil,in_region,americas
bridgetown,capital_of,barbados
barbados,in_subregion,caribbean
barbados,in_region,americas
brunei,borders,malaysia
bandar_Seri_Begawan,capital_of,brunei
brunei,in_subregion,south-Eastern_Asia
brunei,in_region,asia
south-Eastern_Asia,is_subregion_of,asia
bhutan,borders,china
bhutan,borders,india
thimphu,capital_of,bhutan
bhutan,in_subregion,southern_Asia
bhutan,in_region,asia
botswana,borders,namibia
botswana,borders,south_Africa
botswana,borders,zambia
botswana,borders,zimbabwe
gaborone,capital_of,botswana
botswana,in_subregion,southern_Africa
botswana,in_region,africa
southern_Africa,is_subregion_of,africa
central_African_Republic,borders,cameroon
central_African_Republic,borders,chad
central_African_Republic,borders,dR_Congo
central_African_Republic,borders,republic_of_the_Congo
central_African_Republic,borders,south_Sudan
central_African_Republic,borders,sudan
bangui,capital_of,central_African_Republic
central_African_Republic,in_subregion,middle_Africa
central_African_Republic,in_region,africa
canada,borders,united_States
ottawa,capital_of,canada
canada,in_subregion,north_America
canada,in_region,americas
west_Island,capital_of,cocos_(Keeling)_Islands
cocos_(Keeling)_Islands,in_subregion,australia_and_New_Zealand
cocos_(Keeling)_Islands,in_region,oceania
switzerland,borders,austria
switzerland,borders,france
switzerland,borders,italy
switzerland,borders,liechtenstein
switzerland,borders,germany
bern,capital_of,switzerland
switzerland,in_subregion,western_Europe
switzerland,in_region,europe
chile,borders,argentina
chile,borders,bolivia
chile,borders,peru
santiago,capital_of,chile
chile,in_subregion,south_America
chile,in_region,americas
china,borders,afghanistan
china,borders,bhutan
china,borders,myanmar
china,borders,hong_Kong
china,borders,india
china,borders,kazakhstan
china,borders,nepal
china,borders,north_Korea
china,borders,kyrgyzstan
china,borders,laos
china,borders,macau
china,borders,mongolia
china,borders,pakistan
china,borders,russia
china,borders,tajikistan
china,borders,vietnam
beijing,capital_of,china
china,in_subregion,eastern_Asia
china,in_region,asia
eastern_Asia,is_subregion_of,asia
ivory_Coast,borders,burkina_Faso
ivory_Coast,borders,ghana
ivory_Coast,borders,guinea
ivory_Coast,borders,liberia
ivory_Coast,borders,mali
yamoussoukro,capital_of,ivory_Coast
ivory_Coast,in_subregion,western_Africa
ivory_Coast,in_region,africa
cameroon,borders,central_African_Republic
cameroon,borders,chad
cameroon,borders,republic_of_the_Congo
cameroon,borders,equatorial_Guinea
cameroon,borders,gabon
cameroon,borders,nigeria
yaoundé,capital_of,cameroon
cameroon,in_subregion,middle_Africa
cameroon,in_region,africa
dR_Congo,borders,angola
dR_Congo,borders,burundi
dR_Congo,borders,central_African_Republic
dR_Congo,borders,republic_of_the_Congo
dR_Congo,borders,rwanda
dR_Congo,borders,south_Sudan
dR_Congo,borders,tanzania
dR_Congo,borders,uganda
dR_Congo,borders,zambia
kinshasa,capital_of,dR_Congo
dR_Congo,in_subregion,middle_Africa
dR_Congo,in_region,africa
republic_of_the_Congo,borders,angola
republic_of_the_Congo,borders,cameroon
republic_of_the_Congo,borders,central_African_Republic
republic_of_the_Congo,borders,dR_Congo
republic_of_the_Congo,borders,gabon
brazzaville,capital_of,republic_of_the_Congo
republic_of_the_Congo,in_subregion,middle_Africa
republic_of_the_Congo,in_region,africa
avarua,capital_of,cook_Islands
cook_Islands,in_subregion,polynesia
cook_Islands,in_region,oceania
colombia,borders,brazil
colombia,borders,ecuador
colombia,borders,panama
colombia,borders,peru
colombia,borders,venezuela
bogotá,capital_of,colombia
colombia,in_subregion,south_America
colombia,in_region,americas
moroni,capital_of,comoros
comoros,in_subregion,eastern_Africa
comoros,in_region,africa
praia,capital_of,cape_Verde
cape_Verde,in_subregion,western_Africa
cape_Verde,in_region,africa
costa_Rica,borders,nicaragua
costa_Rica,borders,panama
san_José,capital_of,costa_Rica
costa_Rica,in_subregion,central_America
costa_Rica,in_region,americas
havana,capital_of,cuba
cuba,in_subregion,caribbean
cuba,in_region,americas
willemstad,capital_of,curaçao
curaçao,in_subregion,caribbean
curaçao,in_region,americas
flying_Fish_Cove,capital_of,christmas_Island
christmas_Island,in_subregion,australia_and_New_Zealand
christmas_Island,in_region,oceania
george_Town,capital_of,cayman_Islands
cayman_Islands,in_subregion,caribbean
cayman_Islands,in_region,americas
nicosia,capital_of,cyprus
cyprus,in_subregion,eastern_Europe
cyprus,in_region,europe
czechia,borders,austria
czechia,borders,germany
czechia,borders,poland
czechia,borders,slovakia
prague,capital_of,czechia
czechia,in_subregion,eastern_Europe
czechia,in_region,europe
germany,borders,austria
germany,borders,belgium
germany,borders,czechia
germany,borders,denmark
germany,borders,france
germany,borders,luxembourg
germany,borders,netherlands
germany,borders,poland
germany,borders,switzerland
berlin,capital_of,germany
germany,in_subregion,western_Europe
germany,in_region,europe
djibouti,borders,eritrea
djibouti,borders,ethiopia
djibouti,borders,somalia
djibouti,capital_of,djibouti
djibouti,in_subregion,eastern_Africa
djibouti,in_region,africa
roseau,capital_of,dominica
dominica,in_subregion,caribbean
dominica,in_region,americas
denmark,borders,germany
copenhagen,capital_of,denmark
denmark,in_subregion,northern_Europe
denmark,in_region,europe
dominican_Republic,borders,haiti
santo_Domingo,capital_of,dominican_Republic
dominican_Republic,in_subregion,caribbean
dominican_Republic,in_region,americas
algeria,borders,tunisia
algeria,borders,libya
algeria,borders,niger
algeria,borders,western_Sahara
algeria,borders,mauritania
algeria,borders,mali
algeria,borders,morocco
algiers,capital_of,algeria
algeria,in_subregion,northern_Africa
algeria,in_region,africa
northern_Africa,is_subregion_of,africa
ecuador,borders,colombia
ecuador,borders,peru
quito,capital_of,ecuador
ecuador,in_subregion,south_America
ecuador,in_region,americas
egypt,borders,israel
egypt,borders,libya
egypt,borders,palestine
egypt,borders,sudan
cairo,capital_of,egypt
egypt,in_subregion,northern_Africa
egypt,in_region,africa
eritrea,borders,djibouti
eritrea,borders,ethiopia
eritrea,borders,sudan
asmara,capital_of,eritrea
eritrea,in_subregion,eastern_Africa
eritrea,in_region,africa
western_Sahara,borders,algeria
western_Sahara,borders,mauritania
western_Sahara,borders,morocco
el_Aaiún,capital_of,western_Sahara
western_Sahara,in_subregion,northern_Africa
western_Sahara,in_region,africa
spain,borders,andorra
spain,borders,france
spain,borders,gibraltar
spain,borders,portugal
spain,borders,morocco
madrid,capital_of,spain
spain,in_subregion,southern_Europe
spain,in_region,europe
estonia,borders,latvia
estonia,borders,russia
tallinn,capital_of,estonia
estonia,in_subregion,northern_Europe
estonia,in_region,europe
ethiopia,borders,djibouti
ethiopia,borders,eritrea
ethiopia,borders,kenya
ethiopia,borders,somalia
ethiopia,borders,south_Sudan
ethiopia,borders,sudan
addis_Ababa,capital_of,ethiopia
ethiopia,in_subregion,eastern_Africa
ethiopia,in_region,africa
finland,borders,norway
finland,borders,sweden
finland,borders,russia
helsinki,capital_of,finland
finland,in_subregion,northern_Europe
finland,in_region,europe
suva,capital_of,fiji
fiji,in_subregion,melanesia
fiji,in_region,oceania
melanesia,is_subregion_of,oceania
stanley,capital_of,falkland_Islands
falkland_Islands,in_subregion,south_America
falkland_Islands,in_region,americas
france,borders,andorra
france,borders,belgium
france,borders,germany
france,borders,italy
france,borders,luxembourg
france,borders,monaco
france,borders,spain
france,borders,switzerland
paris,capital_of,france
france,in_subregion,western_Europe
france,in_region,europe
tórshavn,capital_of,faroe_Islands
faroe_Islands,in_subregion,northern_Europe
faroe_Islands,in_region,europe
palikir,capital_of,micronesia
micronesia,in_subregion,micronesia
micronesia,in_region,oceania
micronesia,is_subregion_of,oceania
gabon,borders,cameroon
gabon,borders,republic_of_the_Congo
gabon,borders,equatorial_Guinea
libreville,capital_of,gabon
gabon,in_subregion,middle_Africa
gabon,in_region,africa
united_Kingdom,borders,ireland
london,capital_of,united_Kingdom
united_Kingdom,in_subregion,northern_Europe
united_Kingdom,in_region,europe
georgia,borders,armenia
georgia,borders,azerbaijan
georgia,borders,russia
georgia,borders,turkey
tbilisi,capital_of,georgia
georgia,in_subregion,western_Asia
georgia,in_region,asia
st__Peter_Port,capital_of,guernsey
guernsey,in_subregion,northern_Europe
guernsey,in_region,europe
ghana,borders,burkina_Faso
ghana,borders,ivory_Coast
ghana,borders,togo
accra,capital_of,ghana
ghana,in_subregion,western_Africa
ghana,in_region,africa
gibraltar,borders,spain
gibraltar,capital_of,gibraltar
gibraltar,in_subregion,southern_Europe
gibraltar,in_region,europe
guinea,borders,ivory_Coast
guinea,borders,guinea-Bissau
guinea,borders,liberia
guinea,borders,mali
guinea,borders,senegal
guinea,borders,sierra_Leone
conakry,capital_of,guinea
guinea,in_subregion,western_Africa
guinea,in_region,africa
basse-Terre,capital_of,guadeloupe
guadeloupe,in_subregion,caribbean
guadeloupe,in_region,americas
gambia,borders,senegal
banjul,capital_of,gambia
gambia,in_subregion,western_Africa
gambia,in_region,africa
guinea-Bissau,borders,guinea
guinea-Bissau,borders,senegal
bissau,capital_of,guinea-Bissau
guinea-Bissau,in_subregion,western_Africa
guinea-Bissau,in_region,africa
equatorial_Guinea,borders,cameroon
equatorial_Guinea,borders,gabon
malabo,capital_of,equatorial_Guinea
equatorial_Guinea,in_subregion,middle_Africa
equatorial_Guinea,in_region,africa
greece,borders,albania
greece,borders,bulgaria
greece,borders,turkey
greece,borders,north_Macedonia
athens,capital_of,greece
greece,in_subregion,southern_Europe
greece,in_region,europe
st__Georges,capital_of,grenada
grenada,in_subregion,caribbean
grenada,in_region,americas
nuuk,capital_of,greenland
greenland,in_subregion,north_America
greenland,in_region,americas
guatemala,borders,belize
guatemala,borders,el_Salvador
guatemala,borders,honduras
guatemala,borders,mexico
guatemala_City,capital_of,guatemala
guatemala,in_subregion,central_America
guatemala,in_region,americas
french_Guiana,borders,brazil
french_Guiana,borders,suriname
cayenne,capital_of,french_Guiana
french_Guiana,in_subregion,south_America
french_Guiana,in_region,americas
hagåtña,capital_of,guam
guam,in_subregion,micronesia
guam,in_region,oceania
guyana,borders,brazil
guyana,borders,suriname
guyana,borders,venezuela
georgetown,capital_of,guyana
guyana,in_subregion,south_America
guyana,in_region,americas
hong_Kong,borders,china
city_of_Victoria,capital_of,hong_Kong
hong_Kong,in_subregion,eastern_Asia
hong_Kong,in_region,asia
honduras,borders,guatemala
honduras,borders,el_Salvador
honduras,borders,nicaragua
tegucigalpa,capital_of,honduras
honduras,in_subregion,central_America
honduras,in_region,americas
croatia,borders,bosnia_and_Herzegovina
croatia,borders,hungary
croatia,borders,montenegro
croatia,borders,serbia
croatia,borders,slovenia
zagreb,capital_of,croatia
croatia,in_subregion,southern_Europe
croatia,in_region,europe
haiti,borders,dominican_Republic
port-au-Prince,capital_of,haiti
haiti,in_subregion,caribbean
haiti,in_region,americas
hungary,borders,austria
hungary,borders,croatia
hungary,borders,romania
hungary,borders,serbia
hungary,borders,slovakia
hungary,borders,slovenia
hungary,borders,ukraine
budapest,capital_of,hungary
hungary,in_subregion,eastern_Europe
hungary,in_region,europe
indonesia,borders,timor-Leste
indonesia,borders,malaysia
indonesia,borders,papua_New_Guinea
jakarta,capital_of,indonesia
indonesia,in_subregion,south-Eastern_Asia
indonesia,in_region,asia
douglas,capital_of,isle_of_Man
isle_of_Man,in_subregion,northern_Europe
isle_of_Man,in_region,europe
india,borders,bangladesh
india,borders,bhutan
india,borders,myanmar
india,borders,china
india,borders,nepal
india,borders,pakistan
new_Delhi,capital_of,india
india,in_subregion,southern_Asia
india,in_region,asia
diego_Garcia,capital_of,british_Indian_Ocean_Territory
british_Indian_Ocean_Territory,in_subregion,eastern_Africa
british_Indian_Ocean_Territory,in_region,africa
ireland,borders,united_Kingdom
dublin,capital_of,ireland
ireland,in_subregion,northern_Europe
ireland,in_region,europe
iran,borders,afghanistan
iran,borders,armenia
iran,borders,azerbaijan
iran,borders,iraq
iran,borders,pakistan
iran,borders,turkey
iran,borders,turkmenistan
tehran,capital_of,iran
iran,in_subregion,southern_Asia
iran,in_region,asia
iraq,borders,iran
iraq,borders,jordan
iraq,borders,kuwait
iraq,borders,saudi_Arabia
iraq,borders,syria
iraq,borders,turkey
baghdad,capital_of,iraq
iraq,in_subregion,western_Asia
iraq,in_region,asia
reykjavik,capital_of,iceland
iceland,in_subregion,northern_Europe
iceland,in_region,europe
israel,borders,egypt
israel,borders,jordan
israel,borders,lebanon
israel,borders,palestine
israel,borders,syria
jerusalem,capital_of,israel
israel,in_subregion,western_Asia
israel,in_region,asia
italy,borders,austria
italy,borders,france
italy,borders,san_Marino
italy,borders,slovenia
italy,borders,switzerland
italy,borders,vatican_City
rome,capital_of,italy
italy,in_subregion,southern_Europe
italy,in_region,europe
kingston,capital_of,jamaica
jamaica,in_subregion,caribbean
jamaica,in_region,americas
saint_Helier,capital_of,jersey
jersey,in_subregion,northern_Europe
jersey,in_region,europe
jordan,borders,iraq
jordan,borders,israel
jordan,borders,palestine
jordan,borders,saudi_Arabia
jordan,borders,syria
amman,capital_of,jordan
jordan,in_subregion,western_Asia
jordan,in_region,asia
tokyo,capital_of,japan
japan,in_subregion,eastern_Asia
japan,in_region,asia
kazakhstan,borders,china
kazakhstan,borders,kyrgyzstan
kazakhstan,borders,russia
kazakhstan,borders,turkmenistan
kazakhstan,borders,uzbekistan
astana,capital_of,kazakhstan
kazakhstan,in_subregion,central_Asia
kazakhstan,in_region,asia
central_Asia,is_subregion_of,asia
kenya,borders,ethiopia
kenya,borders,somalia
kenya,borders,south_Sudan
kenya,borders,tanzania
kenya,borders,uganda
nairobi,capital_of,kenya
kenya,in_subregion,eastern_Africa
kenya,in_region,africa
kyrgyzstan,borders,china
kyrgyzstan,borders,kazakhstan
kyrgyzstan,borders,tajikistan
kyrgyzstan,borders,uzbekistan
bishkek,capital_of,kyrgyzstan
kyrgyzstan,in_subregion,central_Asia
kyrgyzstan,in_region,asia
cambodia,borders,laos
cambodia,borders,thailand
cambodia,borders,vietnam
phnom_Penh,capital_of,cambodia
cambodia,in_subregion,south-Eastern_Asia
cambodia,in_region,asia
south_Tarawa,capital_of,kiribati
kiribati,in_subregion,micronesia
kiribati,in_region,oceania
basseterre,capital_of,saint_Kitts_and_Nevis
saint_Kitts_and_Nevis,in_subregion,caribbean
saint_Kitts_and_Nevis,in_region,americas
south_Korea,borders,north_Korea
seoul,capital_of,south_Korea
south_Korea,in_subregion,eastern_Asia
south_Korea,in_region,asia
kosovo,borders,albania
kosovo,borders,north_Macedonia
kosovo,borders,montenegro
kosovo,borders,serbia
pristina,capital_of,kosovo
kosovo,in_subregion,eastern_Europe
kosovo,in_region,europe
kuwait,borders,iraq
kuwait,borders,saudi_Arabia
kuwait_City,capital_of,kuwait
kuwait,in_subregion,western_Asia
kuwait,in_region,asia
laos,borders,myanmar
laos,borders,cambodia
laos,borders,china
laos,borders,thailand
laos,borders,vietnam
vientiane,capital_of,laos
laos,in_subregion,south-Eastern_Asia
laos,in_region,asia
lebanon,borders,israel
lebanon,borders,syria
beirut,capital_of,lebanon
lebanon,in_subregion,western_Asia
lebanon,in_region,asia
liberia,borders,guinea
liberia,borders,ivory_Coast
liberia,borders,sierra_Leone
monrovia,capital_of,liberia
liberia,in_subregion,western_Africa
liberia,in_region,africa
libya,borders,algeria
libya,borders,chad
libya,borders,egypt
libya,borders,niger
libya,borders,sudan
libya,borders,tunisia
tripoli,capital_of,libya
libya,in_subregion,northern_Africa
libya,in_region,africa
castries,capital_of,saint_Lucia
saint_Lucia,in_subregion,caribbean
saint_Lucia,in_region,americas
liechtenstein,borders,austria
liechtenstein,borders,switzerland
vaduz,capital_of,liechtenstein
liechtenstein,in_subregion,western_Europe
liechtenstein,in_region,europe
sri_Lanka,borders,india
colombo,capital_of,sri_Lanka
sri_Lanka,in_subregion,southern_Asia
sri_Lanka,in_region,asia
lesotho,borders,south_Africa
maseru,capital_of,lesotho
lesotho,in_subregion,southern_Africa
lesotho,in_region,africa
lithuania,borders,belarus
lithuania,borders,latvia
lithuania,borders,poland
lithuania,borders,russia
vilnius,capital_of,lithuania
lithuania,in_subregion,northern_Europe
lithuania,in_region,europe
luxembourg,borders,belgium
luxembourg,borders,france
luxembourg,borders,germany
luxembourg,capital_of,luxembourg
luxembourg,in_subregion,western_Europe
luxembourg,in_region,europe
latvia,borders,belarus
latvia,borders,estonia
latvia,borders,lithuania
latvia,borders,russia
riga,capital_of,latvia
latvia,in_subregion,northern_Europe
latvia,in_region,europe
saint_Martin,borders,sint_Maarten
marigot,capital_of,saint_Martin
saint_Martin,in_subregion,caribbean
saint_Martin,in_region,americas
morocco,borders,algeria
morocco,borders,western_Sahara
morocco,borders,spain
rabat,capital_of,morocco
morocco,in_subregion,northern_Africa
morocco,in_region,africa
monaco,borders,france
monaco,capital_of,monaco
monaco,in_subregion,western_Europe
monaco,in_region,europe
moldova,borders,romania
moldova,borders,ukraine
chișinău,capital_of,moldova
moldova,in_subregion,eastern_Europe
moldova,in_region,europe
antananarivo,capital_of,madagascar
madagascar,in_subregion,eastern_Africa
madagascar,in_region,africa
malé,capital_of,maldives
maldives,in_subregion,southern_Asia
maldives,in_region,asia
mexico,borders,belize
mexico,borders,guatemala
mexico,borders,united_States
mexico_City,capital_of,mexico
mexico,in_subregion,north_America
mexico,in_region,americas
majuro,capital_of,marshall_Islands
marshall_Islands,in_subregion,micronesia
marshall_Islands,in_region,oceania
north_Macedonia,borders,albania
north_Macedonia,borders,bulgaria
north_Macedonia,borders,greece
north_Macedonia,borders,kosovo
north_Macedonia,borders,serbia
skopje,capital_of,north_Macedonia
north_Macedonia,in_subregion,southern_Europe
north_Macedonia,in_region,europe
mali,borders,algeria
mali,borders,burkina_Faso
mali,borders,guinea
mali,borders,ivory_Coast
mali,borders,mauritania
mali,borders,niger
mali,borders,senegal
bamako,capital_of,mali
mali,in_subregion,western_Africa
mali,in_region,africa
valletta,capital_of,malta
malta,in_subregion,southern_Europe
malta,in_region,europe
myanmar,borders,bangladesh
myanmar,borders,china
myanmar,borders,india
myanmar,borders,laos
myanmar,borders,thailand
naypyidaw,capital_of,myanmar
myanmar,in_subregion,south-Eastern_Asia
myanmar,in_region,asia
montenegro,borders,albania
montenegro,borders,bosnia_and_Herzegovina
montenegro,borders,croatia
montenegro,borders,kosovo
montenegro,borders,serbia
podgorica,capital_of,montenegro
montenegro,in_subregion,southern_Europe
montenegro,in_region,europe
mongolia,borders,china
mongolia,borders,russia
ulan_Bator,capital_of,mongolia
mongolia,in_subregion,eastern_Asia
mongolia,in_region,asia
saipan,capital_of,northern_Mariana_Islands
northern_Mariana_Islands,in_subregion,micronesia
northern_Mariana_Islands,in_region,oceania
mozambique,borders,malawi
mozambique,borders,south_Africa
mozambique,borders,eswatini
mozambique,borders,tanzania
mozambique,borders,zambia
mozambique,borders,zimbabwe
maputo,capital_of,mozambique
mozambique,in_subregion,eastern_Africa
mozambique,in_region,africa
mauritania,borders,algeria
mauritania,borders,mali
mauritania,borders,senegal
mauritania,borders,western_Sahara
nouakchott,capital_of,mauritania
mauritania,in_subregion,western_Africa
mauritania,in_region,africa
plymouth,capital_of,montserrat
montserrat,in_subregion,caribbean
montserrat,in_region,americas
fort-de-France,capital_of,martinique
martinique,in_subregion,caribbean
martinique,in_region,americas
port_Louis,capital_of,mauritius
mauritius,in_subregion,eastern_Africa
mauritius,in_region,africa
malawi,borders,mozambique
malawi,borders,tanzania
malawi,borders,zambia
lilongwe,capital_of,malawi
malawi,in_subregion,eastern_Africa
malawi,in_region,africa
malaysia,borders,brunei
malaysia,borders,indonesia
malaysia,borders,thailand
kuala_Lumpur,capital_of,malaysia
malaysia,in_subregion,south-Eastern_Asia
malaysia,in_region,asia
mamoudzou,capital_of,mayotte
mayotte,in_subregion,eastern_Africa
mayotte,in_region,africa
namibia,borders,angola
namibia,borders,botswana
namibia,borders,south_Africa
namibia,borders,zambia
windhoek,capital_of,namibia
namibia,in_subregion,southern_Africa
namibia,in_region,africa
nouméa,capital_of,new_Caledonia
new_Caledonia,in_subregion,melanesia
new_Caledonia,in_region,oceania
niger,borders,algeria
niger,borders,benin
niger,borders,burkina_Faso
niger,borders,chad
niger,borders,libya
niger,borders,mali
niger,borders,nigeria
niamey,capital_of,niger
niger,in_subregion,western_Africa
niger,in_region,africa
kingston,capital_of,norfolk_Island
norfolk_Island,in_subregion,australia_and_New_Zealand
norfolk_Island,in_region,oceania
nigeria,borders,benin
nigeria,borders,cameroon
nigeria,borders,chad
nigeria,borders,niger
abuja,capital_of,nigeria
nigeria,in_subregion,western_Africa
nigeria,in_region,africa
nicaragua,borders,costa_Rica
nicaragua,borders,honduras
managua,capital_of,nicaragua
nicaragua,in_subregion,central_America
nicaragua,in_region,americas
alofi,capital_of,niue
niue,in_subregion,polynesia
niue,in_region,oceania
netherlands,borders,belgium
netherlands,borders,germany
amsterdam,capital_of,netherlands
netherlands,in_subregion,western_Europe
netherlands,in_region,europe
norway,borders,finland
norway,borders,sweden
norway,borders,russia
oslo,capital_of,norway
norway,in_subregion,northern_Europe
norway,in_region,europe
nepal,borders,china
nepal,borders,india
kathmandu,capital_of,nepal
nepal,in_subregion,southern_Asia
nepal,in_region,asia
yaren,capital_of,nauru
nauru,in_subregion,micronesia
nauru,in_region,oceania
wellington,capital_of,new_Zealand
new_Zealand,in_subregion,australia_and_New_Zealand
new_Zealand,in_region,oceania
oman,borders,saudi_Arabia
oman,borders,united_Arab_Emirates
oman,borders,yemen
muscat,capital_of,oman
oman,in_subregion,western_Asia
oman,in_region,asia
pakistan,borders,afghanistan
pakistan,borders,china
pakistan,borders,india
pakistan,borders,iran
islamabad,capital_of,pakistan
pakistan,in_subregion,southern_Asia
pakistan,in_region,asia
panama,borders,colombia
panama,borders,costa_Rica
panama_City,capital_of,panama
panama,in_subregion,central_America
panama,in_region,americas
adamstown,capital_of,pitcairn_Islands
pitcairn_Islands,in_subregion,polynesia
pitcairn_Islands,in_region,oceania
peru,borders,bolivia
peru,borders,brazil
peru,borders,chile
peru,borders,colombia
peru,borders,ecuador
lima,capital_of,peru
peru,in_subregion,south_America
peru,in_region,americas
manila,capital_of,philippines
philippines,in_subregion,south-Eastern_Asia
philippines,in_region,asia
ngerulmud,capital_of,palau
palau,in_subregion,micronesia
palau,in_region,oceania
papua_New_Guinea,borders,indonesia
